,시간,03-26 (수)
0,최대,143.85
1,최소,-69.76
2,가중평균,86.59
3,01시 1구간,107.71
4,01시 2구간,107.71
5,01시 3구간,107.71
6,01시 4구간,107.71
7,02시 1구간,88.89
8,02시 2구간,88.89
9,02시 3구간,88.89
10,02시 4구간,88.89
11,03시 1구간,88.89
12,03시 2구간,88.89
13,03시 3구간,88.89
14,03시 4구간,88.89
15,04시 1구간,88.89
16,04시 2구간,88.89
17,04시 3구간,88.89
18,04시 4구간,88.89
19,05시 1구간,97.33
20,05시 2구간,97.33
21,05시 3구간,97.33
22,05시 4구간,97.33
23,06시 1구간,113.8
24,06시 2구간,113.8
25,06시 3구간,113.8
26,06시 4구간,113.8
27,07시 1구간,114.91
28,07시 2구간,114.91
29,07시 3구간,114.91
30,07시 4구간,114.91
31,08시 1구간,143.85
32,08시 2구간,143.85
33,08시 3구간,143.85
34,08시 4구간,143.85
35,09시 1구간,139.09
36,09시 2구간,139.09
37,09시 3구간,139.09
38,09시 4구간,139.09
39,10시 1구간,114.84
40,10시 2구간,114.84
41,10시 3구간,114.84
42,10시 4구간,-0.35
43,11시 1구간,-69.76
44,11시 2구간,-69.76
45,11시 3구간,-69.76
46,11시 4구간,-69.76
47,12시 1구간,-69.76
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-69.76
58,14시 4구간,-69.76
59,15시 1구간,-69.76
60,15시 2구간,-69.76
61,15시 3구간,0.0
62,15시 4구간,0.0
63,16시 1구간,126.38
64,16시 2구간,126.38
65,16시 3구간,126.38
66,16시 4구간,126.38
67,17시 1구간,126.38
68,17시 2구간,126.38
69,17시 3구간,126.38
70,17시 4구간,126.38
71,18시 1구간,126.38
72,18시 2구간,126.38
73,18시 3구간,126.38
74,18시 4구간,126.38
75,19시 1구간,140.8
76,19시 2구간,140.8
77,19시 3구간,140.8
78,19시 4구간,140.8
79,20시 1구간,140.8
80,20시 2구간,140.8
81,20시 3구간,140.8
82,20시 4구간,140.8
83,21시 1구간,126.41
84,21시 2구간,126.41
85,21시 3구간,126.41
86,21시 4구간,126.41
87,22시 1구간,126.41
88,22시 2구간,126.41
89,22시 3구간,126.41
90,22시 4구간,126.41
91,23시 1구간,126.41
92,23시 2구간,126.41
93,23시 3구간,126.41
94,23시 4구간,126.41
95,24시 1구간,126.41
96,24시 2구간,126.41
97,24시 3구간,126.41
98,24시 4구간,126.41
