,시간,03-24 (월)
0,최대,152.69
1,최소,-69.76
2,가중평균,78.96
3,01시 1구간,113.8
4,01시 2구간,113.8
5,01시 3구간,113.8
6,01시 4구간,113.8
7,02시 1구간,96.53
8,02시 2구간,96.53
9,02시 3구간,96.53
10,02시 4구간,96.53
11,03시 1구간,84.4
12,03시 2구간,84.4
13,03시 3구간,84.4
14,03시 4구간,84.4
15,04시 1구간,84.4
16,04시 2구간,84.4
17,04시 3구간,84.4
18,04시 4구간,84.4
19,05시 1구간,96.71
20,05시 2구간,96.71
21,05시 3구간,96.71
22,05시 4구간,96.71
23,06시 1구간,96.86
24,06시 2구간,96.86
25,06시 3구간,96.86
26,06시 4구간,96.86
27,07시 1구간,100.41
28,07시 2구간,100.41
29,07시 3구간,100.41
30,07시 4구간,100.41
31,08시 1구간,123.44
32,08시 2구간,123.44
33,08시 3구간,123.44
34,08시 4구간,123.44
35,09시 1구간,113.8
36,09시 2구간,113.8
37,09시 3구간,113.8
38,09시 4구간,113.8
39,10시 1구간,130.14
40,10시 2구간,130.14
41,10시 3구간,130.14
42,10시 4구간,130.14
43,11시 1구간,-50.01
44,11시 2구간,-69.76
45,11시 3구간,-69.76
46,11시 4구간,-69.76
47,12시 1구간,-69.76
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-69.76
58,14시 4구간,-69.76
59,15시 1구간,-69.76
60,15시 2구간,-69.76
61,15시 3구간,-69.76
62,15시 4구간,-69.76
63,16시 1구간,-69.76
64,16시 2구간,107.35
65,16시 3구간,107.35
66,16시 4구간,107.35
67,17시 1구간,113.8
68,17시 2구간,113.8
69,17시 3구간,113.8
70,17시 4구간,113.8
71,18시 1구간,120.33
72,18시 2구간,120.33
73,18시 3구간,120.33
74,18시 4구간,120.33
75,19시 1구간,139.82
76,19시 2구간,143.33
77,19시 3구간,145.76
78,19시 4구간,152.69
79,20시 1구간,142.79
80,20시 2구간,142.79
81,20시 3구간,142.79
82,20시 4구간,142.79
83,21시 1구간,142.79
84,21시 2구간,142.79
85,21시 3구간,121.88
86,21시 4구간,121.88
87,22시 1구간,110.5
88,22시 2구간,110.5
89,22시 3구간,110.5
90,22시 4구간,110.5
91,23시 1구간,113.8
92,23시 2구간,113.8
93,23시 3구간,113.8
94,23시 4구간,113.8
95,24시 1구간,109.15
96,24시 2구간,109.15
97,24시 3구간,109.15
98,24시 4구간,109.15
