,시간,03-17 (월)
0,최대,149.31
1,최소,-69.76
2,가중평균,82.17
3,01시 1구간,95.74
4,01시 2구간,95.74
5,01시 3구간,95.74
6,01시 4구간,95.74
7,02시 1구간,83.24
8,02시 2구간,83.24
9,02시 3구간,83.24
10,02시 4구간,83.24
11,03시 1구간,83.24
12,03시 2구간,83.24
13,03시 3구간,83.24
14,03시 4구간,83.24
15,04시 1구간,83.24
16,04시 2구간,83.24
17,04시 3구간,83.24
18,04시 4구간,83.24
19,05시 1구간,83.24
20,05시 2구간,83.24
21,05시 3구간,83.24
22,05시 4구간,83.24
23,06시 1구간,83.24
24,06시 2구간,83.24
25,06시 3구간,83.24
26,06시 4구간,83.24
27,07시 1구간,87.44
28,07시 2구간,87.44
29,07시 3구간,87.44
30,07시 4구간,87.44
31,08시 1구간,110.79
32,08시 2구간,110.79
33,08시 3구간,110.79
34,08시 4구간,110.79
35,09시 1구간,136.49
36,09시 2구간,136.49
37,09시 3구간,136.49
38,09시 4구간,136.49
39,10시 1구간,136.49
40,10시 2구간,136.49
41,10시 3구간,145.05
42,10시 4구간,110.26
43,11시 1구간,111.24
44,11시 2구간,0.0
45,11시 3구간,-48.0
46,11시 4구간,-50.02
47,12시 1구간,-50.01
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-48.0
58,14시 4구간,-69.76
59,15시 1구간,-48.0
60,15시 2구간,0.0
61,15시 3구간,109.63
62,15시 4구간,127.44
63,16시 1구간,122.98
64,16시 2구간,122.98
65,16시 3구간,122.98
66,16시 4구간,122.98
67,17시 1구간,122.9
68,17시 2구간,122.9
69,17시 3구간,122.9
70,17시 4구간,122.9
71,18시 1구간,114.0
72,18시 2구간,114.0
73,18시 3구간,114.0
74,18시 4구간,114.0
75,19시 1구간,114.35
76,19시 2구간,114.35
77,19시 3구간,114.35
78,19시 4구간,149.31
79,20시 1구간,113.23
80,20시 2구간,113.23
81,20시 3구간,113.23
82,20시 4구간,113.23
83,21시 1구간,111.08
84,21시 2구간,111.08
85,21시 3구간,111.08
86,21시 4구간,111.08
87,22시 1구간,110.79
88,22시 2구간,110.79
89,22시 3구간,110.79
90,22시 4구간,110.79
91,23시 1구간,110.79
92,23시 2구간,110.79
93,23시 3구간,110.79
94,23시 4구간,110.79
95,24시 1구간,110.79
96,24시 2구간,110.79
97,24시 3구간,110.79
98,24시 4구간,110.79
