,시간,03-23 (일)
0,최대,145.87
1,최소,-69.76
2,가중평균,84.34
3,01시 1구간,124.29
4,01시 2구간,124.29
5,01시 3구간,124.29
6,01시 4구간,124.29
7,02시 1구간,115.03
8,02시 2구간,115.03
9,02시 3구간,115.03
10,02시 4구간,115.03
11,03시 1구간,113.6
12,03시 2구간,113.6
13,03시 3구간,113.6
14,03시 4구간,113.6
15,04시 1구간,111.97
16,04시 2구간,111.97
17,04시 3구간,111.97
18,04시 4구간,111.97
19,05시 1구간,113.6
20,05시 2구간,113.6
21,05시 3구간,113.6
22,05시 4구간,113.6
23,06시 1구간,137.26
24,06시 2구간,137.26
25,06시 3구간,137.26
26,06시 4구간,137.26
27,07시 1구간,145.87
28,07시 2구간,145.87
29,07시 3구간,145.87
30,07시 4구간,145.87
31,08시 1구간,143.72
32,08시 2구간,143.72
33,08시 3구간,143.72
34,08시 4구간,143.72
35,09시 1구간,99.94
36,09시 2구간,99.94
37,09시 3구간,99.94
38,09시 4구간,99.94
39,10시 1구간,0.0
40,10시 2구간,-69.76
41,10시 3구간,-69.76
42,10시 4구간,-69.76
43,11시 1구간,-69.76
44,11시 2구간,-69.76
45,11시 3구간,-69.76
46,11시 4구간,-69.76
47,12시 1구간,-69.76
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-69.76
58,14시 4구간,-69.76
59,15시 1구간,-69.76
60,15시 2구간,-69.76
61,15시 3구간,-69.76
62,15시 4구간,-69.76
63,16시 1구간,-69.76
64,16시 2구간,-69.76
65,16시 3구간,-69.76
66,16시 4구간,103.29
67,17시 1구간,101.14
68,17시 2구간,101.14
69,17시 3구간,101.14
70,17시 4구간,101.14
71,18시 1구간,114.2
72,18시 2구간,114.2
73,18시 3구간,114.2
74,18시 4구간,114.2
75,19시 1구간,123.9
76,19시 2구간,123.9
77,19시 3구간,123.9
78,19시 4구간,123.9
79,20시 1구간,135.32
80,20시 2구간,135.32
81,20시 3구간,135.32
82,20시 4구간,135.32
83,21시 1구간,135.32
84,21시 2구간,135.32
85,21시 3구간,135.32
86,21시 4구간,135.32
87,22시 1구간,135.32
88,22시 2구간,135.32
89,22시 3구간,135.32
90,22시 4구간,135.32
91,23시 1구간,135.33
92,23시 2구간,135.33
93,23시 3구간,135.33
94,23시 4구간,135.33
95,24시 1구간,135.3
96,24시 2구간,135.3
97,24시 3구간,135.3
98,24시 4구간,135.3
