,시간,01-18 (토)
0,최대,154.96
1,최소,102.11
2,가중평균,113.56
3,01시 1구간,107.96
4,01시 2구간,107.96
5,01시 3구간,107.96
6,01시 4구간,107.96
7,02시 1구간,106.03
8,02시 2구간,106.03
9,02시 3구간,106.03
10,02시 4구간,106.03
11,03시 1구간,102.25
12,03시 2구간,102.25
13,03시 3구간,102.25
14,03시 4구간,102.25
15,04시 1구간,102.47
16,04시 2구간,102.47
17,04시 3구간,102.47
18,04시 4구간,102.47
19,05시 1구간,102.11
20,05시 2구간,102.11
21,05시 3구간,102.11
22,05시 4구간,102.11
23,06시 1구간,102.75
24,06시 2구간,102.75
25,06시 3구간,102.75
26,06시 4구간,102.75
27,07시 1구간,107.33
28,07시 2구간,107.33
29,07시 3구간,107.33
30,07시 4구간,107.33
31,08시 1구간,107.74
32,08시 2구간,107.74
33,08시 3구간,107.74
34,08시 4구간,107.74
35,09시 1구간,117.54
36,09시 2구간,117.54
37,09시 3구간,117.54
38,09시 4구간,117.54
39,10시 1구간,154.96
40,10시 2구간,154.96
41,10시 3구간,154.96
42,10시 4구간,154.96
43,11시 1구간,118.72
44,11시 2구간,118.72
45,11시 3구간,118.72
46,11시 4구간,118.72
47,12시 1구간,118.4
48,12시 2구간,118.4
49,12시 3구간,118.4
50,12시 4구간,118.4
51,13시 1구간,117.24
52,13시 2구간,117.24
53,13시 3구간,117.24
54,13시 4구간,117.24
55,14시 1구간,117.18
56,14시 2구간,117.18
57,14시 3구간,117.18
58,14시 4구간,117.18
59,15시 1구간,117.63
60,15시 2구간,117.63
61,15시 3구간,117.63
62,15시 4구간,117.63
63,16시 1구간,117.18
64,16시 2구간,117.18
65,16시 3구간,117.18
66,16시 4구간,117.18
67,17시 1구간,117.66
68,17시 2구간,117.66
69,17시 3구간,117.66
70,17시 4구간,117.66
71,18시 1구간,117.54
72,18시 2구간,117.54
73,18시 3구간,117.54
74,18시 4구간,117.54
75,19시 1구간,118.45
76,19시 2구간,118.45
77,19시 3구간,118.45
78,19시 4구간,118.45
79,20시 1구간,118.12
80,20시 2구간,118.12
81,20시 3구간,118.12
82,20시 4구간,118.12
83,21시 1구간,116.45
84,21시 2구간,116.45
85,21시 3구간,116.45
86,21시 4구간,116.45
87,22시 1구간,107.63
88,22시 2구간,107.63
89,22시 3구간,107.63
90,22시 4구간,107.63
91,23시 1구간,107.63
92,23시 2구간,107.63
93,23시 3구간,107.63
94,23시 4구간,107.63
95,24시 1구간,107.96
96,24시 2구간,107.96
97,24시 3구간,107.96
98,24시 4구간,107.96
