,시간,03-21 (금)
0,최대,143.8
1,최소,-69.76
2,가중평균,77.3
3,01시 1구간,114.15
4,01시 2구간,114.15
5,01시 3구간,114.15
6,01시 4구간,114.15
7,02시 1구간,97.31
8,02시 2구간,97.31
9,02시 3구간,97.31
10,02시 4구간,97.31
11,03시 1구간,96.22
12,03시 2구간,96.22
13,03시 3구간,96.22
14,03시 4구간,96.22
15,04시 1구간,89.43
16,04시 2구간,89.43
17,04시 3구간,89.43
18,04시 4구간,89.43
19,05시 1구간,96.9
20,05시 2구간,96.9
21,05시 3구간,96.9
22,05시 4구간,96.9
23,06시 1구간,103.48
24,06시 2구간,103.48
25,06시 3구간,103.48
26,06시 4구간,103.48
27,07시 1구간,143.8
28,07시 2구간,143.8
29,07시 3구간,143.8
30,07시 4구간,143.8
31,08시 1구간,143.76
32,08시 2구간,143.76
33,08시 3구간,143.76
34,08시 4구간,143.76
35,09시 1구간,143.61
36,09시 2구간,143.61
37,09시 3구간,131.96
38,09시 4구간,131.96
39,10시 1구간,-48.0
40,10시 2구간,-69.76
41,10시 3구간,-69.76
42,10시 4구간,-69.76
43,11시 1구간,-69.76
44,11시 2구간,-69.76
45,11시 3구간,-69.76
46,11시 4구간,-69.76
47,12시 1구간,-69.76
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-69.76
58,14시 4구간,-69.76
59,15시 1구간,-69.76
60,15시 2구간,-69.76
61,15시 3구간,-69.76
62,15시 4구간,-69.76
63,16시 1구간,-69.76
64,16시 2구간,-69.76
65,16시 3구간,-69.76
66,16시 4구간,-69.76
67,17시 1구간,125.8
68,17시 2구간,125.8
69,17시 3구간,125.8
70,17시 4구간,125.8
71,18시 1구간,125.8
72,18시 2구간,125.8
73,18시 3구간,125.8
74,18시 4구간,125.8
75,19시 1구간,135.31
76,19시 2구간,135.31
77,19시 3구간,135.31
78,19시 4구간,142.53
79,20시 1구간,142.76
80,20시 2구간,142.76
81,20시 3구간,142.76
82,20시 4구간,142.76
83,21시 1구간,142.76
84,21시 2구간,142.76
85,21시 3구간,142.76
86,21시 4구간,142.76
87,22시 1구간,142.76
88,22시 2구간,142.76
89,22시 3구간,142.76
90,22시 4구간,142.76
91,23시 1구간,142.76
92,23시 2구간,142.76
93,23시 3구간,142.76
94,23시 4구간,142.76
95,24시 1구간,142.76
96,24시 2구간,142.76
97,24시 3구간,142.76
98,24시 4구간,142.76
