,시간,03-22 (토)
0,최대,143.46
1,최소,-69.76
2,가중평균,82.96
3,01시 1구간,143.46
4,01시 2구간,143.46
5,01시 3구간,143.46
6,01시 4구간,142.7
7,02시 1구간,142.7
8,02시 2구간,142.7
9,02시 3구간,142.7
10,02시 4구간,142.7
11,03시 1구간,142.7
12,03시 2구간,142.7
13,03시 3구간,142.7
14,03시 4구간,142.7
15,04시 1구간,112.5
16,04시 2구간,112.5
17,04시 3구간,112.5
18,04시 4구간,112.5
19,05시 1구간,142.7
20,05시 2구간,142.7
21,05시 3구간,142.7
22,05시 4구간,142.7
23,06시 1구간,142.7
24,06시 2구간,142.7
25,06시 3구간,142.7
26,06시 4구간,142.7
27,07시 1구간,142.7
28,07시 2구간,142.7
29,07시 3구간,142.7
30,07시 4구간,142.7
31,08시 1구간,142.7
32,08시 2구간,124.35
33,08시 3구간,124.35
34,08시 4구간,124.35
35,09시 1구간,113.58
36,09시 2구간,139.35
37,09시 3구간,113.58
38,09시 4구간,-0.45
39,10시 1구간,-69.76
40,10시 2구간,-69.76
41,10시 3구간,-69.76
42,10시 4구간,-69.76
43,11시 1구간,-69.76
44,11시 2구간,-69.76
45,11시 3구간,-69.76
46,11시 4구간,-69.76
47,12시 1구간,-69.76
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-69.76
58,14시 4구간,-69.76
59,15시 1구간,-69.76
60,15시 2구간,-69.76
61,15시 3구간,-69.76
62,15시 4구간,-69.76
63,16시 1구간,-69.76
64,16시 2구간,-69.76
65,16시 3구간,-69.76
66,16시 4구간,-69.76
67,17시 1구간,-48.0
68,17시 2구간,97.09
69,17시 3구간,97.09
70,17시 4구간,97.09
71,18시 1구간,115.94
72,18시 2구간,115.94
73,18시 3구간,115.94
74,18시 4구간,115.94
75,19시 1구간,134.42
76,19시 2구간,134.42
77,19시 3구간,134.42
78,19시 4구간,134.42
79,20시 1구간,134.43
80,20시 2구간,134.43
81,20시 3구간,134.43
82,20시 4구간,134.43
83,21시 1구간,134.43
84,21시 2구간,134.43
85,21시 3구간,134.43
86,21시 4구간,134.43
87,22시 1구간,134.44
88,22시 2구간,134.44
89,22시 3구간,134.44
90,22시 4구간,134.44
91,23시 1구간,134.44
92,23시 2구간,134.44
93,23시 3구간,134.44
94,23시 4구간,134.44
95,24시 1구간,134.45
96,24시 2구간,134.45
97,24시 3구간,134.45
98,24시 4구간,134.45
