,시간,03-25 (화)
0,최대,130.21
1,최소,-69.76
2,가중평균,73.38
3,01시 1구간,107.37
4,01시 2구간,107.37
5,01시 3구간,107.37
6,01시 4구간,107.37
7,02시 1구간,96.67
8,02시 2구간,96.67
9,02시 3구간,96.67
10,02시 4구간,96.67
11,03시 1구간,96.49
12,03시 2구간,96.49
13,03시 3구간,96.49
14,03시 4구간,96.49
15,04시 1구간,85.4
16,04시 2구간,85.4
17,04시 3구간,85.4
18,04시 4구간,85.4
19,05시 1구간,96.39
20,05시 2구간,96.39
21,05시 3구간,96.39
22,05시 4구간,96.39
23,06시 1구간,97.29
24,06시 2구간,97.29
25,06시 3구간,97.29
26,06시 4구간,97.29
27,07시 1구간,103.48
28,07시 2구간,103.48
29,07시 3구간,103.48
30,07시 4구간,103.48
31,08시 1구간,103.48
32,08시 2구간,103.48
33,08시 3구간,103.48
34,08시 4구간,103.48
35,09시 1구간,124.12
36,09시 2구간,124.12
37,09시 3구간,124.12
38,09시 4구간,124.12
39,10시 1구간,130.21
40,10시 2구간,0.0
41,10시 3구간,-0.22
42,10시 4구간,-69.76
43,11시 1구간,-69.76
44,11시 2구간,-69.76
45,11시 3구간,-69.76
46,11시 4구간,-69.76
47,12시 1구간,-69.76
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-69.76
58,14시 4구간,-69.76
59,15시 1구간,-69.76
60,15시 2구간,-69.76
61,15시 3구간,-69.76
62,15시 4구간,-69.76
63,16시 1구간,-69.76
64,16시 2구간,130.21
65,16시 3구간,130.21
66,16시 4구간,130.21
67,17시 1구간,130.2
68,17시 2구간,130.2
69,17시 3구간,130.2
70,17시 4구간,130.2
71,18시 1구간,124.12
72,18시 2구간,124.12
73,18시 3구간,124.12
74,18시 4구간,124.12
75,19시 1구간,124.12
76,19시 2구간,124.12
77,19시 3구간,124.12
78,19시 4구간,124.12
79,20시 1구간,113.8
80,20시 2구간,113.8
81,20시 3구간,113.8
82,20시 4구간,113.8
83,21시 1구간,113.38
84,21시 2구간,113.38
85,21시 3구간,113.38
86,21시 4구간,113.38
87,22시 1구간,111.73
88,22시 2구간,111.73
89,22시 3구간,111.73
90,22시 4구간,111.73
91,23시 1구간,108.51
92,23시 2구간,108.51
93,23시 3구간,108.51
94,23시 4구간,108.51
95,24시 1구간,108.36
96,24시 2구간,108.36
97,24시 3구간,108.36
98,24시 4구간,108.36
