,시간,03-14 (금)
0,최대,145.26
1,최소,-69.76
2,가중평균,90.44
3,01시 1구간,112.86
4,01시 2구간,112.86
5,01시 3구간,112.86
6,01시 4구간,112.86
7,02시 1구간,97.27
8,02시 2구간,97.27
9,02시 3구간,97.27
10,02시 4구간,97.27
11,03시 1구간,96.4
12,03시 2구간,96.4
13,03시 3구간,96.4
14,03시 4구간,96.4
15,04시 1구간,84.43
16,04시 2구간,84.43
17,04시 3구간,84.43
18,04시 4구간,84.43
19,05시 1구간,96.99
20,05시 2구간,96.99
21,05시 3구간,96.99
22,05시 4구간,96.99
23,06시 1구간,108.36
24,06시 2구간,108.36
25,06시 3구간,108.36
26,06시 4구간,108.36
27,07시 1구간,145.26
28,07시 2구간,145.26
29,07시 3구간,112.96
30,07시 4구간,112.96
31,08시 1구간,113.6
32,08시 2구간,113.6
33,08시 3구간,113.6
34,08시 4구간,113.6
35,09시 1구간,122.92
36,09시 2구간,122.92
37,09시 3구간,122.92
38,09시 4구간,122.92
39,10시 1구간,139.97
40,10시 2구간,139.97
41,10시 3구간,139.97
42,10시 4구간,139.97
43,11시 1구간,122.75
44,11시 2구간,122.75
45,11시 3구간,122.75
46,11시 4구간,-69.76
47,12시 1구간,-69.76
48,12시 2구간,-69.76
49,12시 3구간,-69.76
50,12시 4구간,-69.76
51,13시 1구간,-69.76
52,13시 2구간,-69.76
53,13시 3구간,-69.76
54,13시 4구간,-69.76
55,14시 1구간,-69.76
56,14시 2구간,-69.76
57,14시 3구간,-69.76
58,14시 4구간,-69.76
59,15시 1구간,-48.0
60,15시 2구간,97.27
61,15시 3구간,97.27
62,15시 4구간,97.27
63,16시 1구간,113.26
64,16시 2구간,113.26
65,16시 3구간,113.26
66,16시 4구간,113.26
67,17시 1구간,112.05
68,17시 2구간,112.05
69,17시 3구간,112.05
70,17시 4구간,112.05
71,18시 1구간,122.06
72,18시 2구간,122.06
73,18시 3구간,122.06
74,18시 4구간,122.06
75,19시 1구간,121.67
76,19시 2구간,121.67
77,19시 3구간,121.67
78,19시 4구간,121.67
79,20시 1구간,113.8
80,20시 2구간,113.8
81,20시 3구간,113.8
82,20시 4구간,113.8
83,21시 1구간,111.44
84,21시 2구간,111.44
85,21시 3구간,111.44
86,21시 4구간,111.44
87,22시 1구간,110.36
88,22시 2구간,110.36
89,22시 3구간,110.36
90,22시 4구간,110.36
91,23시 1구간,111.44
92,23시 2구간,111.44
93,23시 3구간,111.44
94,23시 4구간,111.44
95,24시 1구간,114.0
96,24시 2구간,114.0
97,24시 3구간,114.0
98,24시 4구간,114.0
